x,y
0.0,0.0
0.001001001001001001,0.005999993987981976
0.002002002002002002,0.011987963939915892
0.003003003003003003,0.017963909855801746
0.004004004004004004,0.023927831735639542
0.005005005005005005,0.02987972957942928
0.006006006006006006,0.035819603387170953
0.007007007007007007,0.04174745315886457
0.008008008008008008,0.04766327889451012
0.009009009009009009,0.05356708059410762
0.01001001001001001,0.05945885825765706
0.011011011011011011,0.06533861188515842
0.012012012012012012,0.07120634147661176
0.013013013013013013,0.077062047032017
0.014014014014014014,0.0829057285513742
0.015015015015015015,0.08873738603468333
0.016016016016016016,0.09455701948194441
0.017017017017017015,0.10036462889315742
0.018018018018018018,0.10616021426832238
0.01901901901901902,0.11194377560743927
0.02002002002002002,0.1177153129105081
0.02102102102102102,0.12347482617752888
0.022022022022022022,0.1292223154085016
0.023023023023023025,0.13495778060342625
0.024024024024024024,0.14068122176230283
0.025025025025025023,0.14639263888513138
0.026026026026026026,0.15209203197191187
0.02702702702702703,0.1577794010226443
0.028028028028028028,0.1634547460373286
0.029029029029029027,0.1691180670159649
0.03003003003003003,0.17476936395855314
0.031031031031031032,0.18040863686509334
0.03203203203203203,0.18603588573558544
0.03303303303303303,0.19165111057002945
0.03403403403403403,0.19725431136842547
0.035035035035035036,0.20284548813077344
0.036036036036036036,0.2084246408570733
0.037037037037037035,0.2139917695473251
0.03803803803803804,0.21954687420152888
0.03903903903903904,0.22508995481968455
0.04004004004004004,0.2306210114017922
0.04104104104104104,0.23614004394785176
0.04204204204204204,0.24164705245786325
0.043043043043043044,0.2471420369318267
0.044044044044044044,0.2526249973697421
0.04504504504504504,0.25809593377160944
0.04604604604604605,0.26355484613742874
0.04704704704704705,0.26900173446719994
0.04804804804804805,0.2744365987609231
0.04904904904904905,0.27985943901859817
0.050050050050050046,0.2852702552402252
0.05105105105105105,0.2906690474258042
0.05205205205205205,0.2960558155753351
0.05305305305305305,0.30143055968881793
0.05405405405405406,0.30679327976625276
0.055055055055055056,0.3121439758076395
0.056056056056056056,0.31748264781297814
0.057057057057057055,0.32280929578226875
0.058058058058058054,0.3281239197155113
0.05905905905905906,0.3334265196127058
0.06006006006006006,0.3387170954738522
0.06106106106106106,0.3439956472989506
0.062062062062062065,0.34926217508800095
0.06306306306306306,0.35451667884100313
0.06406406406406406,0.35975915855795737
0.06506506506506507,0.3649896142388635
0.06606606606606606,0.3702080458837215
0.06706706706706707,0.3754144534925316
0.06806806806806806,0.38060883706529347
0.06906906906906907,0.3857911966020074
0.07007007007007007,0.39096153210267326
0.07107107107107107,0.39611984356729096
0.07207207207207207,0.4012661309958607
0.07307307307307308,0.4064003943883824
0.07407407407407407,0.4115226337448559
0.07507507507507508,0.41663284906528153
0.07607607607607608,0.42173104034965897
0.07707707707707707,0.42681720759798836
0.07807807807807808,0.4318913508102697
